46,0,0,	-0.44721,0.89443,0.00000,	3,	6,1,9
47,0,0,	-0.44722,0.89443,-0.00000,	3,	1,6,15
48,0,0,	-0.44722,0.89443,-0.00000,	3,	6,28,15
49,0,0,	-0.44721,0.89443,-0.00000,	3,	15,28,18
50,0,0,	-0.44723,0.89442,0.00010,	3,	14,15,18
51,0,0,	-0.44721,0.89443,-0.00000,	3,	0,14,18
52,0,0,	-0.44721,0.89443,-0.00010,	3,	1,0,9
53,0,0,	-0.44721,0.89443,-0.00000,	3,	9,0,18
54,0,0,	0.44719,0.89444,-0.00000,	3,	16,4,17
55,0,0,	0.44719,0.89444,-0.00000,	3,	4,3,17
56,0,0,	-0.44719,0.89444,-0.00000,	3,	0,1,14
57,0,0,	-0.44719,0.89444,-0.00000,	3,	1,15,14
58,0,0,	0.53453,0.80178,0.26727,	3,	30,29,27
59,0,0,	0.53452,0.80179,0.26725,	3,	30,27,26
60,0,0,	0.53452,0.80179,0.26726,	3,	32,31,25
61,0,0,	0.53452,0.80178,0.26727,	3,	32,25,24
62,0,0,	-0.53452,0.80178,0.26727,	3,	29,30,21
63,0,0,	-0.53453,0.80178,0.26725,	3,	20,29,21
64,0,0,	-0.53452,0.80178,0.26725,	3,	31,32,23
65,0,0,	-0.53452,0.80178,0.26727,	3,	22,31,23

TEXTURES
griff_arcelite_palette2.png	1.0 1.0	0.52652 0.98412	0.51312 0.95627	0.52652 0.96323
griff_arcelite_palette2.png	1.0 1.0	0.59476 0.96204	0.58136 0.98989	0.58136 0.96901
griff_arcelite_palette2.png	1.0 1.0	0.59394 0.91298	0.59394 0.89906	0.60733 0.89558
griff_arcelite_palette2.png	1.0 1.0	0.59394 0.91298	0.60733 0.89558	0.60733 0.91994
griff_arcelite_palette2.png	1.0 1.0	0.41292 0.89617	0.41292 0.91009	0.39952 0.89269
griff_arcelite_palette2.png	1.0 1.0	0.39952 0.89269	0.41292 0.91009	0.39952 0.91705
griff_arcelite_palette2.png	1.0 1.0	0.77763 0.52584	0.78534 0.53152	0.77763 0.53527
griff_arcelite_palette2.png	1.0 1.0	0.77763 0.52584	0.78534 0.52949	0.78534 0.53152
griff_arcelite_palette2.png	1.0 1.0	0.28313 0.46599	0.28881 0.46681	0.28313 0.46802
griff_arcelite_palette2.png	1.0 1.0	0.27542 0.46234	0.27542 0.46031	0.28313 0.46599
griff_arcelite_palette2.png	1.0 1.0	0.28313 0.46599	0.27542 0.46031	0.28881 0.46681
griff_arcelite_palette2.png	1.0 1.0	0.27542 0.47178	0.28313 0.46802	0.27542 0.47330
griff_arcelite_palette2.png	1.0 1.0	0.28313 0.46802	0.28881 0.46681	0.27542 0.47330
griff_arcelite_palette2.png	1.0 1.0	0.76991 0.53152	0.77763 0.52584	0.77763 0.53527
griff_arcelite_palette2.png	1.0 1.0	0.76991 0.52949	0.77763 0.52584	0.76991 0.53152
griff_arcelite_palette2.png	1.0 1.0	0.01668 0.47258	0.02237 0.47176	0.02237 0.47379
griff_arcelite_palette2.png	1.0 1.0	0.03008 0.46609	0.02237 0.47176	0.01668 0.47258
griff_arcelite_palette2.png	1.0 1.0	0.03008 0.46609	0.03008 0.46812	0.02237 0.47176
griff_arcelite_palette2.png	1.0 1.0	0.01668 0.47258	0.02237 0.47379	0.03008 0.47907
griff_arcelite_palette2.png	1.0 1.0	0.02237 0.47379	0.03008 0.47755	0.03008 0.47907
griff_arcelite_palette2.png	1.0 1.0	0.46474 0.21695	0.46474 0.21912	0.46714 0.21912
griff_arcelite_palette2.png	1.0 1.0	0.46474 0.21281	0.46474 0.21580	0.46714 0.21580
griff_arcelite_palette2.png	1.0 1.0	0.46714 0.21695	0.46474 0.21695	0.46714 0.21912
griff_arcelite_palette2.png	1.0 1.0	0.46474 0.21281	0.46714 0.21580	0.47814 0.20584
griff_arcelite_palette2.png	1.0 1.0	0.46714 0.22027	0.46474 0.22027	0.46474 0.23369
griff_arcelite_palette2.png	1.0 1.0	0.47814 0.20584	0.46714 0.22027	0.46474 0.23369
griff_arcelite_palette2.png	1.0 1.0	0.46714 0.21580	0.46714 0.21695	0.47814 0.20584
griff_arcelite_palette2.png	1.0 1.0	0.46714 0.21912	0.46714 0.22027	0.47814 0.20584
griff_arcelite_palette2.png	1.0 1.0	0.46714 0.21695	0.46714 0.21912	0.47814 0.20584
griff_arcelite_palette2.png	1.0 1.0	0.58885 0.22489	0.58885 0.22272	0.58645 0.22272
griff_arcelite_palette2.png	1.0 1.0	0.58885 0.22157	0.58885 0.21858	0.58645 0.22157
griff_arcelite_palette2.png	1.0 1.0	0.58885 0.22489	0.58645 0.22272	0.58645 0.22489
griff_arcelite_palette2.png	1.0 1.0	0.58645 0.22157	0.58885 0.21858	0.57545 0.21162
griff_arcelite_palette2.png	1.0 1.0	0.58885 0.22605	0.58645 0.22605	0.58885 0.23946
griff_arcelite_palette2.png	1.0 1.0	0.58645 0.22605	0.57545 0.21162	0.58885 0.23946
griff_arcelite_palette2.png	1.0 1.0	0.58645 0.22272	0.58645 0.22157	0.57545 0.21162
griff_arcelite_palette2.png	1.0 1.0	0.58645 0.22489	0.58645 0.22272	0.57545 0.21162
griff_arcelite_palette2.png	1.0 1.0	0.58645 0.22605	0.58645 0.22489	0.57545 0.21162
griff_arcelite_palette2.png	1.0 1.0	0.22531 0.21552	0.22806 0.21153	0.21466 0.21501
griff_arcelite_palette2.png	1.0 1.0	0.22806 0.21153	0.22531 0.21552	0.22531 0.23096
griff_arcelite_palette2.png	1.0 1.0	0.22806 0.23589	0.22806 0.21153	0.22531 0.23096
griff_arcelite_palette2.png	1.0 1.0	0.22806 0.23589	0.22531 0.23096	0.21466 0.22893
griff_arcelite_palette2.png	1.0 1.0	0.22531 0.23096	0.22339 0.22996	0.21466 0.22893
griff_arcelite_palette2.png	1.0 1.0	0.22339 0.22996	0.22339 0.21602	0.21466 0.22893
griff_arcelite_palette2.png	1.0 1.0	0.22339 0.21602	0.21466 0.21501	0.21466 0.22893
griff_arcelite_palette2.png	1.0 1.0	0.22339 0.21602	0.22531 0.21552	0.21466 0.21501
griff_arcelite_palette2.png	1.0 1.0	0.14725 0.20864	0.15000 0.21264	0.16065 0.21213
griff_arcelite_palette2.png	1.0 1.0	0.15000 0.21264	0.14725 0.20864	0.15000 0.22808
griff_arcelite_palette2.png	1.0 1.0	0.14725 0.20864	0.14725 0.23301	0.15000 0.22808
griff_arcelite_palette2.png	1.0 1.0	0.15000 0.22808	0.14725 0.23301	0.16065 0.22605
griff_arcelite_palette2.png	1.0 1.0	0.15193 0.22708	0.15000 0.22808	0.16065 0.22605
griff_arcelite_palette2.png	1.0 1.0	0.15193 0.21314	0.15193 0.22708	0.16065 0.22605
griff_arcelite_palette2.png	1.0 1.0	0.15000 0.21264	0.15193 0.21314	0.16065 0.21213
griff_arcelite_palette2.png	1.0 1.0	0.16065 0.21213	0.15193 0.21314	0.16065 0.22605
griff_arcelite_palette2.png	1.0 1.0	0.21665 0.91789	0.21665 0.90245	0.21473 0.91689
griff_arcelite_palette2.png	1.0 1.0	0.21665 0.90245	0.21473 0.90295	0.21473 0.91689
griff_arcelite_palette2.png	1.0 1.0	0.78402 0.45847	0.78209 0.45797	0.78402 0.47241
griff_arcelite_palette2.png	1.0 1.0	0.78209 0.45797	0.78209 0.47341	0.78402 0.47241
griff_arcelite_palette2.png	1.0 1.0	0.59462 0.97026	0.59462 0.96911	0.59222 0.96911
griff_arcelite_palette2.png	1.0 1.0	0.59462 0.97026	0.59222 0.96911	0.59222 0.97026
griff_arcelite_palette2.png	1.0 1.0	0.58885 0.97359	0.58885 0.97244	0.58645 0.97244
griff_arcelite_palette2.png	1.0 1.0	0.58885 0.97359	0.58645 0.97244	0.58645 0.97359
griff_arcelite_palette2.png	1.0 1.0	0.59462 0.96911	0.59462 0.97026	0.59702 0.97026
griff_arcelite_palette2.png	1.0 1.0	0.59702 0.96911	0.59462 0.96911	0.59702 0.97026
griff_arcelite_palette2.png	1.0 1.0	0.58885 0.97244	0.58885 0.97359	0.59125 0.97359
griff_arcelite_palette2.png	1.0 1.0	0.59125 0.97244	0.58885 0.97244	0.59125 0.97359

END
